OCCU_DESC,WK_TYPE,CJOB1_COUNT,CJOB_NAME1,CJOB2_COUNT,CJOB_NAME2,JOB_PERSON,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,NT_L,NT_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE
"財務管理部-辦事員/專員( 財務帳務、所得稅申報)",全職,04,財務／金融／保險,040105,會計/出納/記帳人員,1,20260210,"1. 財務及會計帳務處理2. 各類所得稅申報作業3. 內外部報表編製4.專案工作執行及其他主管交辦事項",台北市中正區,無,日班,月薪,33000,-,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=86161&HIRE_ID=13993093","兆豐產物保險股份有限公司",20251210
"大客車駕駛長..",全職,15,物流／運輸／資材,150202,職業大客車司機,30,20260110,"行車/客運服務",台北市不限,無,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=899694&HIRE_ID=13929849","指南汽車客運股份有限公司",20251118
"麵包製造正職(統一夢廣場店)",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20251231,"製造職務說明：1.麵包準備(攪拌、分割、整形、烤焙等)2.產品品質維護3.店鋪環境、設備清潔維護",台北市信義區,無,日班,月薪,32000,35000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=143&HIRE_ID=13677367","台灣山崎股份有限公司",20250715
"宴會廳服務員",全職,16,旅遊／餐飲／休閒,160205,飯店工作人員,3,20260112,"餐飲服務",台北市信義區,3年以上,輪班二班制,月薪,32000,36000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1165891&HIRE_ID=13934441","寒舍國際酒店股份有限公司",20251112
"社區管家",全職,02,業務／貿易／銷售,020102,業務人員,4,20260201,"1.接獲公司派單後，到顧客家中協助測量尺寸、估算價格，並推薦合適的商品(如窗簾、地板、冷氣、淨水器、衛浴設備等)2.和安裝師傅一起到現場，協助確認施工品質，並根據顧客需求推薦其他合適商品3.協助顧客檢查家中環境，提供商品建議、維修方案與保養技巧，幫助解決居家問題4.主動與顧客保持聯繫，顧客關係經營，分享最新優惠與商品資訊，讓老顧客持續回購，也吸引新顧客加入，建立長期信任關係5.達成銷售業績目標，領取高額獎金工作時間：早班 / 晚班09:30-22:00，需輪班排休(每日排班9小時，含用餐時間1小時)待遇：月薪34,000元起(前六個月訓練期間保障獎金6,000元，結訓後每月享高業績獎金)-----------------------------------------------------------------------------------------------------------------------------------------------------------------【2025新北市現場徵才活動-汐止區公所11樓禮堂】活動時間:114/12/19(五) 10：00-14：00活動地點:汐止區公所11樓禮堂詳細地址:新北市汐止區新台五路一段268號11樓活動資訊請開啟以下網址【https://ilabor.ntpc.gov.tw/cloud/GoodJob/activities_content/1069872074】",台北市不限,無,日班、中班,月薪,34000,-,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=153071&HIRE_ID=13977979","特力屋股份有限公司",20251203
"機關及互動裝置設計助理",全職,07,工程／研發／生技,070118,工程助理,1,20251231,"1.各類機關設計及製作 2.工程製作發包  3.機關設備維護 4.熟悉電子電路、工具機械操作主要條件：熟悉arduino 及各種電路模組，有能力獨立完成機關的設計製作。",台北市中山區,無,日班,月薪,30000,38000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2546399&HIRE_ID=13620037","密思創意股份有限公司",20250618
"三砧、四砧",全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,2,20260201,"1.了解食材的特性，為餐點各種配料進行加工。2.確保所供應餐食均符合食品衛生管理的規定。3.維護冷凍、冷藏庫及營業場所的衛生及清潔。4.完成主管交辦之事務等等。負責工作區域清潔工作。5.其它主廚相關交辦事項【2025 新北市現場徵才活動-三重區永盛市民活動中心】活動時間:114/12/12(五) 10：00-14：00活動地點:三重區永盛市民活動中心詳細地址:新北市三重區車路頭街133號1樓(永盛公園)＜近捷運三和國中站＞活動資訊請開啟以下網址【https://ilabor.ntpc.gov.tw/cloud/GoodJob/activities_content/1065037295】",台北市大安區,無,輪班二班制,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2496381&HIRE_ID=13969385","潮品美食股份有限公司",20251201
"照顧服務員",兼職,17,醫療／美容／保健,170113,照顧服務員,20,20251213,"配合長照2.0，提供個案居家照顧服務(身體日常照顧、家務協助等)及喘息、短照服務",台北市士林區,無,部份工時：時分至時分,時薪,200,450,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2486381&HIRE_ID=13867447","臺北市私立樂陽居家長照機構",20251013
"義大利麵包 .展售人員",兼職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,1,20260208,"義大利 天然手工無奶油.健康麵包. ， 需按部就班.全力投入學習. 有 計畫的培訓 具敬業態度者＝升遷及培訓機會.    門市內提供商品介紹及銷售服務。接訂單，商品打包出貨商品包裝上架環境清潔10:00~19:30PT. 日班0 . 工作時段自由.面議可彈性).",台北市中山區,無,部份工時：10時00分至19時30分,時薪,200,250,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=923234&HIRE_ID=13687243","菖馥食品洋行有限公司",20251210
"VASA 瓦薩美式餐廳-【連鎖餐飲集團 正職夥伴】★薪資30K~35K★ 獎金另計",全職,01,經營／行政／總務,010105,儲備幹部,2,額滿為止,"➽➽休假日優於同業， 每月休假8~10天，可以讓您在努力工作與享受生活兼顧~你還在尋覓一展長才的舞台嗎?~~你對於 “挑戰” 始終正面迎戰，卻仍在尋覓伯樂嗎?~~別懷疑！我們要的就是您~~加入瓦薩！成就您我的未來~【工作內容】1.餐飲製作及品質標準維持。2.餐飲銷售及服務。3.硬體設備維護及門市環境清潔整理。4.門店營運管理，門店夥伴訓練。5.遵照服務流程，提供客人專業、即時的服務。6.主動關心、照顧客人，給予客人難以忘懷的用餐體驗服務。7.學習團隊合作，達成團隊目標！",台北市內湖區,無,日班、夜班,月薪,30000,35000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=883191&HIRE_ID=13936721","森邦股份有限公司",20251113
"協會秘書(台北南港)",全職,01,經營／行政／總務,010302,行政總務人員,2,20281231,"依照企業或組織內部的行政流程，處理一般行政業務或業務庶務及企劃工作，並支援其他部門需求。",台北市南港區,無,日班,月薪,29000,35000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=530692&HIRE_ID=13839091","拔山企業股份有限公司",20250927
